txn_date,amount,category,counterparty,currency,txn_id
2024-12-28,-393.9,ACH Debit,Lakeside Trust,USD,TX1002722
2024-03-27,-12184.93,Fee,Crestline Bank,USD,TX1002723
2024-10-27,-3576.08,Wire Out,Onyx Consulting,USD,TX1002724
2024-10-16,-375.6,Wire Out,Silverline Media,USD,TX1002725
2024-12-26,1220.93,ACH Credit,Silverline Media,USD,TX1002726
2024-08-25,-28598.3,Card Payment,Redwood Securities,USD,TX1002727
2024-11-15,-24.11,Wire Out,Silverline Media,USD,TX1002728
2024-02-22,13.62,Wire In,Coastal Union Bank,USD,TX1002729
2024-04-01,7412.46,ACH Credit,Tidewater Imports,USD,TX1002730
2024-11-02,-37.73,Wire Out,Apex Global Markets,USD,TX1002731
2024-05-30,-3657.02,Card Payment,Kestrel Analytics,USD,TX1002732
2024-01-22,-332.07,Fee,Apex Global Markets,USD,TX1002733
2024-02-12,30.5,Wire In,Blue Harbor Trading,USD,TX1002734
2024-10-11,-3214.13,Wire Out,Sterling & Rowe,USD,TX1002735
2024-07-10,99.2,ACH Credit,Northgate Partners,USD,TX1002736
2024-11-21,-19.29,Card Payment,Northgate Partners,USD,TX1002737
2024-01-16,934.49,Interest,Evergreen Payroll,USD,TX1002738
2024-05-04,-12957.47,Wire Out,Apex Global Markets,USD,TX1002739
2024-02-21,-2875.26,Card Payment,Apex Global Markets,USD,TX1002740
2024-01-08,-30693.48,Card Payment,Crestline Bank,USD,TX1002741
2024-11-16,-1412.02,,Apex Global Markets,USD,TX1002742
2024-10-30,-8937.01,Wire Out,Ashford Legal LLP,USD,TX1002743
2024-02-13,-34.33,Card Payment,Apex Global Markets,USD,TX1002744
2024-05-17,6947.35,Wire In,Evergreen Payroll,USD,TX1002745
2024-03-28,-2012.55,Wire Out,Aurora Payments,USD,TX1002746
2024-12-14,-116.5,Fee,Redwood Securities,USD,TX1002747
2024-10-22,-859.88,Card Payment,Ashford Legal LLP,USD,TX1002748
2024-03-04,-639.34,Wire Out,Northgate Partners,USD,TX1002749
2024-08-01,6655.19,Interest,Granite Peak LLC,USD,TX1002750
2024-11-16,-23.81,Wire Out,Silverline Media,USD,TX1002751
2024-09-16,-50.74,Card Payment,Quartz Petroleum,USD,TX1002752
2024-01-17,1397.55,Wire In,Sterling & Rowe,USD,TX1002753
2024-12-26,-1993.64,Wire Out,Brightline Energy,USD,TX1002754
2024-04-01,-44897.35,ACH Debit,Nimbus Cloud Svcs,USD,TX1002755
2024-06-14,-33.58,Card Payment,Halcyon Asset Mgmt,USD,TX1002756
2024-05-09,24.07,Wire In,Northgate Partners,USD,TX1002757
2024-08-29,422.83,ACH Credit,Beacon Insurance,USD,TX1002758
2024-04-24,-71.75,ACH Debit,Ironwood Advisory,USD,TX1002759
2024-02-24,-55.28,Card Payment,Redwood Securities,USD,TX1002760
2024-06-16,87.77,ACH Credit,Sterling & Rowe,USD,TX1002761
2024-03-26,-1008.81,Wire Out,Onyx Consulting,USD,TX1002762
2024-02-22,-3425.18,FX Settlement,Sable River Mining,USD,TX1002763
2024-02-09,74.5,Wire In,Halcyon Asset Mgmt,USD,TX1002764
2024-08-10,23880.4,Wire In,Blue Harbor Trading,USD,TX1002765
2024-07-08,-4403.92,Wire Out,Pinnacle Ventures,USD,TX1002766
2024-05-13,-4010.21,Wire Out,Pinnacle Ventures,USD,TX1002767
2024-02-23,-2071.82,Fee,Pinnacle Ventures,USD,TX1002768
2024-02-01,-319.8,Wire Out,Northgate Partners,USD,TX1002769
2024-09-11,35920.76,Wire In,Apex Global Markets,USD,TX1002770
2024-01-20,25.46,Wire In,Halcyon Asset Mgmt,USD,TX1002771
2024-06-13,72.43,ACH Credit,Veranda Hospitality,USD,TX1002772
2024-04-19,-25.36,Card Payment,Sterling & Rowe,USD,TX1002773
2024-02-07,-72.09,Wire Out,Zenith Manufacturing,USD,TX1002774
2024-10-11,-100.41,ACH Debit,Ashford Legal LLP,USD,TX1002775
2024-01-28,-42452.0,Wire Out,Meridian Capital LLC,USD,TX1002776
2024-12-13,-1299.74,Wire Out,Silverline Media,USD,TX1002777
2024-10-22,533.97,ACH Credit,Apex Global Markets,USD,TX1002778
2024-09-25,-11.34,FX Settlement,Pinnacle Ventures,USD,TX1002779
2024-02-13,12681.26,Wire In,Granite Peak LLC,USD,TX1002780
2024-01-05,-12.4,Card Payment,Apex Global Markets,USD,TX1002781
2024-10-17,42385.95,Wire In,Blue Harbor Trading,USD,TX1002782
2024-07-12,-1420.82,ACH Debit,Apex Global Markets,USD,TX1002783
2024-11-07,-13008.15,FX Settlement,Nimbus Cloud Svcs,USD,TX1002784
2024-05-22,35.55,ACH Credit,Meridian Capital LLC,USD,TX1002785
2024-11-24,1017.73,Wire In,Apex Global Markets,USD,TX1002786
2024-11-01,-2455.25,Card Payment,Larkspur Foods,USD,TX1002787
2024-04-05,19257.74,Wire In,Blue Harbor Trading,USD,TX1002788
2024-05-05,-57.95,Wire Out,Beacon Insurance,USD,TX1002789
2024-10-31,231.53,Wire In,Meridian Capital LLC,USD,TX1002790
2024-06-18,20050.25,Wire In,Sterling & Rowe,USD,TX1002791
2024-11-14,-26.4,ACH Debit,Apex Global Markets,USD,TX1002792
2024-02-29,-1636.29,Card Payment,Granite Peak LLC,USD,TX1002793
2024-06-14,5023.91,Wire In,Veranda Hospitality,USD,TX1002794
2024-05-27,2592.92,Wire In,Onyx Consulting,USD,TX1002795
2024-12-15,-729.57,ACH Debit,Sable River Mining,USD,TX1002796
2024-09-09,14.4,ACH Credit,Onyx Consulting,USD,TX1002797
2024-07-07,21.85,ACH Credit,Crestline Bank,USD,TX1002798
2024-06-30,-15.15,Card Payment,Monarch Realty,USD,TX1002799
2024-12-21,390.53,Wire In,Crestline Bank,USD,TX1002800
2024-01-15,108.26,Wire In,Northgate Partners,USD,TX1002801
2024-08-22,-48117.63,Card Payment,Sable River Mining,USD,TX1002802
2024-12-20,35.37,Wire In,Juniper Health Grp,USD,TX1002803
2024-04-10,-41075.48,ACH Debit,Northgate Partners,USD,TX1002804
2024-09-15,-452.62,Card Payment,Sterling & Rowe,USD,TX1002805
2024-05-04,-31130.69,ACH Debit,Apex Global Markets,USD,TX1002806
2024-08-02,-11563.23,Wire Out,Sterling & Rowe,USD,TX1002807
2024-10-22,-35.11,FX Settlement,Apex Global Markets,USD,TX1002808
2024-12-18,-8896.47,Wire Out,Granite Peak LLC,USD,TX1002809
2024-05-09,-22.52,ACH Debit,Apex Global Markets,USD,TX1002810
2024-09-25,-11036.74,Wire Out,Apex Global Markets,USD,TX1002811
2024-08-18,-70.31,Wire Out,Blue Harbor Trading,USD,TX1002812
2024-06-02,4308.32,Interest,Silverline Media,USD,TX1002813
2024-06-22,-2102.97,Fee,Apex Global Markets,USD,TX1002814
2024-03-02,12.08,Wire In,Monarch Realty,USD,TX1002815
2024-02-13,-72.47,Wire Out,Apex Global Markets,USD,TX1002816
2024-03-14,42867.99,Wire In,Windward Shipping,USD,TX1002817
2024-01-20,-8994.45,Fee,Apex Global Markets,USD,TX1002818
2024-06-16,-15.12,FX Settlement,Beacon Insurance,USD,TX1002819
2024-08-16,-468.13,ACH Debit,Apex Global Markets,USD,TX1002820
2024-03-23,221.18,ACH Credit,Meridian Capital LLC,USD,TX1002821
2024-07-09,-333.04,Wire Out,Nimbus Cloud Svcs,USD,TX1002822
2024-02-03,48261.55,Wire In,Halcyon Asset Mgmt,USD,TX1002823
2024-11-01,-13.93,Card Payment,Sterling & Rowe,USD,TX1002824
2024-07-07,146.92,Wire In,Evergreen Payroll,USD,TX1002825
2024-02-10,-18.21,Card Payment,Northgate Partners,USD,TX1002826
2024-07-25,-5425.8,Fee,Orion Systems Inc,USD,TX1002827
2024-07-01,19.62,Interest,Apex Global Markets,USD,TX1002828
2024-07-11,-6427.12,Wire Out,Apex Global Markets,USD,TX1002829
2024-03-31,-399.17,Wire Out,Quartz Petroleum,USD,TX1002830
2024-07-19,-404.66,Card Payment,Apex Global Markets,USD,TX1002831
2024-12-30,-1568.36,Wire Out,Tidewater Imports,USD,TX1002832
2024-10-24,-11435.98,Wire Out,Larkspur Foods,USD,TX1002833
2024-12-11,84.81,Wire In,Evergreen Payroll,USD,TX1002834
2024-03-17,-32960.37,FX Settlement,Apex Global Markets,USD,TX1002835
2024-02-01,-395.59,Card Payment,Orion Systems Inc,USD,TX1002836
2024-06-23,9789.72,Wire In,Monarch Realty,USD,TX1002837
2024-07-22,-523.05,Card Payment,Pinnacle Ventures,USD,TX1002838
2024-10-22,-59.42,ACH Debit,Blue Harbor Trading,USD,TX1002839
2024-07-29,-2496.75,Wire Out,Northgate Partners,USD,TX1002840
2024-09-13,-28.43,ACH Debit,Granite Peak LLC,USD,TX1002841
2024-06-07,-1010.44,Card Payment,Crestline Bank,USD,TX1002842
2024-05-06,105.18,Wire In,Blue Harbor Trading,USD,TX1002843
2024-08-29,20896.11,Wire In,Zenith Manufacturing,USD,TX1002844
2024-01-28,-30.62,Card Payment,Pinnacle Ventures,USD,TX1002845
2024-12-21,-8252.3,ACH Debit,Northgate Partners,USD,TX1002846
2024-03-15,-809.24,Card Payment,Silverline Media,USD,TX1002847
2024-10-29,41405.45,ACH Credit,Sable River Mining,USD,TX1002848
2024-08-11,-299.36,Card Payment,Tidewater Imports,USD,TX1002849
2024-11-24,-8958.02,Wire Out,Larkspur Foods,USD,TX1002850
2024-04-10,-436.32,ACH Debit,Sterling & Rowe,USD,TX1002851
2024-10-28,36.76,ACH Credit,Summit Freight Co,USD,TX1002852
2024-07-09,8957.17,Wire In,Blue Harbor Trading,USD,TX1002853
2024-11-09,-208.73,Card Payment,Apex Global Markets,USD,TX1002854
2024-07-27,16.94,Wire In,Ironwood Advisory,USD,TX1002855
2024-06-21,-28.0,FX Settlement,Northgate Partners,USD,TX1002856
2024-08-04,-274.79,Fee,Pinnacle Ventures,USD,TX1002857
2024-01-08,-19249.0,Wire Out,Falcon Ridge Capital,USD,TX1002858
2024-01-25,-601.7,Fee,Redwood Securities,USD,TX1002859
2024-02-04,196.19,Wire In,Titan Freight Lines,USD,TX1002860
2024-02-05,-43843.53,Card Payment,Onyx Consulting,USD,TX1002861
2024-11-21,231.65,ACH Credit,Apex Global Markets,USD,TX1002862
2024-05-31,-20730.8,ACH Debit,Coastal Union Bank,USD,TX1002863
2024-02-19,10.62,Wire In,Zenith Manufacturing,USD,TX1002864
2024-11-03,-557.62,ACH Debit,Crestline Bank,USD,TX1002865
2024-07-06,-20.5,Card Payment,Sterling & Rowe,USD,TX1002866
2024-11-05,-722.02,Fee,Ironwood Advisory,USD,TX1002867
2024-08-02,3317.58,Wire In,Orion Systems Inc,USD,TX1002868
2024-12-21,5732.95,Wire In,Crestline Bank,USD,TX1002869
2024-08-11,-5185.95,Fee,Northgate Partners,USD,TX1002870
2024-02-15,-19008.18,Wire Out,Halcyon Asset Mgmt,USD,TX1002871
2024-08-28,142.15,ACH Credit,Onyx Consulting,USD,TX1002872
2024-10-04,-336.46,Fee,Silverline Media,USD,TX1002873
2024-06-23,8189.54,Wire In,Crestline Bank,USD,TX1002874
2024-12-15,-1291.08,ACH Debit,Juniper Health Grp,USD,TX1002875
2024-10-06,-564.31,Wire Out,Apex Global Markets,USD,TX1002876
2024-02-02,-31369.38,ACH Debit,Redwood Securities,USD,TX1002877
2024-05-22,-1459.11,ACH Debit,Silverline Media,USD,TX1002878
2024-07-26,-76.02,Card Payment,Northgate Partners,USD,TX1002879
2024-09-22,-50.99,Card Payment,Redwood Securities,USD,TX1002880
2024-10-25,-33492.81,Wire Out,Pinnacle Ventures,USD,TX1002881
2024-07-03,73.59,ACH Credit,Sable River Mining,USD,TX1002882
2024-04-26,-56.02,Wire Out,Sterling & Rowe,USD,TX1002883
2024-10-26,-2550.45,Card Payment,Apex Global Markets,USD,TX1002884
2024-02-18,33.91,Wire In,Granite Peak LLC,USD,TX1002885
2024-11-26,-524.44,Wire Out,Blue Harbor Trading,USD,TX1002886
2024-08-14,-7398.15,Fee,Veranda Hospitality,USD,TX1002887
2024-03-14,-49940.12,Wire Out,Blue Harbor Trading,USD,TX1002888
2024-07-21,3454.32,ACH Credit,Zenith Manufacturing,USD,TX1002889
2024-02-28,-37908.16,Wire Out,Windward Shipping,USD,TX1002890
2024-10-20,29.31,ACH Credit,Nimbus Cloud Svcs,USD,TX1002891
2024-09-10,-16.2,Card Payment,Redwood Securities,USD,TX1002892
2024-10-03,81.67,ACH Credit,Ashford Legal LLP,USD,TX1002893
2024-08-18,-567.13,Card Payment,Apex Global Markets,USD,TX1002894
2024-05-10,-82.34,Wire Out,Onyx Consulting,USD,TX1002895
2024-08-19,-13.48,Fee,Apex Global Markets,USD,TX1002896
2024-12-22,137.8,Wire In,Nimbus Cloud Svcs,USD,TX1002897
2024-10-20,66.4,Wire In,Pinnacle Ventures,USD,TX1002898
2024-08-02,1311.87,ACH Credit,Kestrel Analytics,USD,TX1002899
2024-12-11,-255.16,Wire Out,Blue Harbor Trading,USD,TX1002900
2024-12-15,1179.75,Wire In,Zenith Manufacturing,USD,TX1002901
2024-07-13,24.07,Wire In,Driftwood Leasing,USD,TX1002902
2024-12-21,-35.47,Fee,Ironwood Advisory,USD,TX1002903
2024-05-06,-260.84,ACH Debit,Evergreen Payroll,USD,TX1002904
2024-04-12,72.95,ACH Credit,Cobalt Networks,USD,TX1002905
2024-03-14,-48.36,Card Payment,Crestline Bank,USD,TX1002906
2024-05-29,-1267.47,Fee,Meridian Capital LLC,USD,TX1002907
2024-11-14,-200.43,ACH Debit,Evergreen Payroll,USD,TX1002908
2024-04-02,8346.88,Wire In,Redwood Securities,USD,TX1002909
2024-01-02,-3410.81,Wire Out,Monarch Realty,USD,TX1002910
2024-09-08,33533.22,ACH Credit,Apex Global Markets,USD,TX1002911
2024-12-07,1371.19,Wire In,Silverline Media,USD,TX1002912
2024-01-04,-71.5,Wire Out,Summit Freight Co,USD,TX1002913
2024-11-05,-885.72,FX Settlement,Evergreen Payroll,USD,TX1002914
2024-11-16,-417.12,Card Payment,Windward Shipping,USD,TX1002915
2024-10-31,-14.11,Card Payment,Aurora Payments,USD,TX1002916
2024-07-07,-20.63,ACH Debit,Apex Global Markets,USD,TX1002917
2024-08-09,143.41,Wire In,Pinnacle Ventures,USD,TX1002918
2024-03-25,-268.41,Card Payment,Onyx Consulting,USD,TX1002919
2024-03-22,-186.84,ACH Debit,Coastal Union Bank,USD,TX1002920
2024-03-28,-8925.69,Card Payment,Monarch Realty,USD,TX1002921
2024-02-28,-25894.64,ACH Debit,Redwood Securities,USD,TX1002922
2024-04-16,-60.02,Card Payment,Granite Peak LLC,USD,TX1002923
2024-03-14,227.05,Interest,Orion Systems Inc,USD,TX1002924
2024-04-21,-6869.4,Wire Out,Halcyon Asset Mgmt,USD,TX1002925
2024-08-31,-252.64,Card Payment,Blue Harbor Trading,USD,TX1002926
2024-07-23,5836.94,Wire In,Coastal Union Bank,USD,TX1002927
2024-08-04,-11331.59,Fee,Meridian Capital LLC,USD,TX1002928
2024-10-28,-25044.85,Card Payment,Monarch Realty,USD,TX1002929
2024-07-02,-14403.23,ACH Debit,Meridian Capital LLC,USD,TX1002930
2024-12-02,-513.29,Card Payment,Pinnacle Ventures,USD,TX1002931
2024-09-07,11614.84,Wire In,Apex Global Markets,USD,TX1002932
2024-06-24,-25332.94,FX Settlement,Sterling & Rowe,USD,TX1002933
2024-02-28,-18.09,Card Payment,Redwood Securities,USD,TX1002934
2024-09-02,-11.38,Card Payment,Nimbus Cloud Svcs,USD,TX1002935
2024-08-25,890.02,Wire In,Onyx Consulting,USD,TX1002936
2024-09-09,-102.91,FX Settlement,Ashford Legal LLP,USD,TX1002937
2024-04-29,43.25,ACH Credit,Beacon Insurance,USD,TX1002938
2024-02-23,195.46,Wire In,Nimbus Cloud Svcs,USD,TX1002939
2024-10-23,149.06,Interest,Veranda Hospitality,USD,TX1002940
2024-07-25,-183.71,Card Payment,Monarch Realty,USD,TX1002941
2024-10-31,-197.59,Card Payment,Blue Harbor Trading,USD,TX1002942
2024-07-10,-45663.56,Wire Out,Crestline Bank,USD,TX1002943
2024-12-20,-158.91,Wire Out,Redwood Securities,USD,TX1002944
2024-01-10,-3968.91,Wire Out,Apex Global Markets,USD,TX1002945
2024-02-23,-1193.0,ACH Debit,Sterling & Rowe,USD,TX1002946
2024-04-05,-1270.88,Wire Out,Apex Global Markets,USD,TX1002947
2024-06-26,-13.44,Card Payment,Apex Global Markets,USD,TX1002948
2024-11-14,25594.85,Wire In,Sterling & Rowe,USD,TX1002949
2024-12-10,2018.75,ACH Credit,Crestline Bank,USD,TX1002950
2024-10-01,-373.38,ACH Debit,Pinnacle Ventures,USD,TX1002951
2024-11-06,1618.1,Wire In,Redwood Securities,USD,TX1002952
2024-07-23,11094.24,ACH Credit,Apex Global Markets,USD,TX1002953
2024-12-03,11113.51,Wire In,Apex Global Markets,USD,TX1002954
2024-07-22,-1711.93,Wire Out,Northgate Partners,USD,TX1002955
2024-07-07,33.91,Interest,Driftwood Leasing,USD,TX1002956
2024-06-24,-1502.27,ACH Debit,Apex Global Markets,USD,TX1002957
2024-01-30,-33.51,Wire Out,Onyx Consulting,USD,TX1002958
2024-04-09,11107.56,Wire In,Apex Global Markets,USD,TX1002959
2024-03-26,-46746.25,FX Settlement,Meridian Capital LLC,USD,TX1002960
2024-04-20,-946.35,Fee,Apex Global Markets,USD,TX1002961
2024-05-30,-30822.56,Card Payment,Evergreen Payroll,USD,TX1002962
2024-12-23,-7340.64,Wire Out,Sable River Mining,USD,TX1002963
2024-08-28,-4903.11,Wire Out,Apex Global Markets,USD,TX1002964
2024-10-16,-18117.56,FX Settlement,Granite Peak LLC,USD,TX1002965
2024-09-09,-442.42,Wire Out,Sable River Mining,USD,TX1002966
2024-09-25,-16093.81,Wire Out,Blue Harbor Trading,USD,TX1002967
2024-06-22,-81.37,ACH Debit,Pinnacle Ventures,USD,TX1002968
2024-06-05,-4285.44,Fee,Nimbus Cloud Svcs,USD,TX1002969
2024-05-05,-28959.91,ACH Debit,Meridian Capital LLC,USD,TX1002970
2024-07-03,32174.5,Wire In,Apex Global Markets,USD,TX1002971
2024-01-12,-24.02,ACH Debit,Sable River Mining,USD,TX1002972
2024-05-07,-87.86,ACH Debit,Apex Global Markets,USD,TX1002973
2024-11-24,-1224.02,Wire Out,Orion Systems Inc,USD,TX1002974
2024-07-19,-60.31,Wire Out,Copperfield & Co,USD,TX1002975
2024-05-31,-26156.01,Fee,Nimbus Cloud Svcs,USD,TX1002976
2024-10-08,214.31,Wire In,Apex Global Markets,USD,TX1002977
2024-07-30,-67.61,Wire Out,Nimbus Cloud Svcs,USD,TX1002978
2024-02-28,-2099.12,Wire Out,Windward Shipping,USD,TX1002979
2024-10-06,-10371.48,Card Payment,Orion Systems Inc,USD,TX1002980
2024-02-11,-130.11,Wire Out,Apex Global Markets,USD,TX1002981
2024-09-24,656.43,Wire In,Cascade Holdings,USD,TX1002982
2024-05-06,8543.49,ACH Credit,Monarch Realty,USD,TX1002983
2024-11-25,-948.96,Wire Out,Larkspur Foods,USD,TX1002984
2024-07-18,-4341.23,Card Payment,Sterling & Rowe,USD,TX1002985
2024-03-01,-28.75,Card Payment,Northgate Partners,USD,TX1002986
2024-05-26,-872.0,Wire Out,Sterling & Rowe,USD,TX1002987
2024-11-08,-2016.7,Card Payment,Meridian Capital LLC,USD,TX1002988
2024-09-10,-18.69,ACH Debit,Apex Global Markets,USD,TX1002989
2024-09-02,37308.69,Wire In,Nimbus Cloud Svcs,USD,TX1002990
2024-03-25,-287.34,Wire Out,Veranda Hospitality,USD,TX1002991
2024-10-23,-32895.78,FX Settlement,Northgate Partners,USD,TX1002992
2024-05-12,-5619.66,Card Payment,Halcyon Asset Mgmt,USD,TX1002993
2024-03-13,14084.42,Wire In,Coastal Union Bank,USD,TX1002994
2024-02-14,-865.26,Card Payment,Apex Global Markets,USD,TX1002995
2024-06-21,-4021.66,Card Payment,Blue Harbor Trading,USD,TX1002996
2024-01-10,-221.4,Wire Out,Orion Systems Inc,USD,TX1002997
2024-12-03,3606.14,ACH Credit,Blue Harbor Trading,USD,TX1002998
2024-07-03,43491.76,ACH Credit,Apex Global Markets,USD,TX1002999
2024-01-09,-3706.8,Wire Out,Apex Global Markets,USD,TX1003000
2024-04-27,907.73,Interest,Kestrel Analytics,USD,TX1003001
2024-11-08,-25.83,ACH Debit,Halcyon Asset Mgmt,USD,TX1003002
2024-07-23,36.38,ACH Credit,Apex Global Markets,USD,TX1003003
2024-03-20,172.64,Wire In,Driftwood Leasing,USD,TX1003004
2024-06-03,1069.49,ACH Credit,Monarch Realty,USD,TX1003005
2024-01-22,-272.06,Wire Out,Apex Global Markets,USD,TX1003006
2024-02-04,36858.99,ACH Credit,Crestline Bank,USD,TX1003007
2024-09-18,-36.61,Wire Out,Lakeside Trust,USD,TX1003008
2024-03-24,16113.19,ACH Credit,Apex Global Markets,USD,TX1003009
2024-11-04,3033.57,ACH Credit,Crestline Bank,USD,TX1003010
2024-08-21,-58.09,Wire Out,Apex Global Markets,USD,TX1003011
2024-12-19,-1992.87,Fee,Windward Shipping,USD,TX1003012
2024-08-04,-14116.98,Wire Out,Pinnacle Ventures,USD,TX1003013
2024-07-23,-39.43,Card Payment,Summit Freight Co,USD,TX1003014
2024-05-14,-342.56,ACH Debit,Apex Global Markets,USD,TX1003015
2024-12-01,-16064.4,Wire Out,Redwood Securities,USD,TX1003016
2024-12-12,-20.96,Fee,Crestline Bank,USD,TX1003017
2024-05-12,-8869.01,Card Payment,Sable River Mining,USD,TX1003018
2024-12-06,1655.49,ACH Credit,Apex Global Markets,USD,TX1003019
2024-05-25,7799.46,ACH Credit,Apex Global Markets,USD,TX1003020
2024-01-10,22541.73,ACH Credit,Apex Global Markets,USD,TX1003021
2024-10-11,-1607.31,Card Payment,Apex Global Markets,USD,TX1003022
2024-02-24,13825.66,Wire In,Ashford Legal LLP,USD,TX1003023
2024-03-08,75.07,Wire In,Evergreen Payroll,USD,TX1003024
2024-10-26,-330.65,Card Payment,Sterling & Rowe,USD,TX1003025
2024-05-20,-20347.36,Card Payment,Silverline Media,USD,TX1003026
2024-12-06,1070.48,Wire In,Crestline Bank,USD,TX1003027
2024-06-05,-355.64,Wire Out,Apex Global Markets,USD,TX1003028
2024-04-01,-253.14,Fee,Pinnacle Ventures,USD,TX1003029
2024-11-16,-2017.97,Card Payment,Redwood Securities,USD,TX1003030
2024-09-02,9217.17,ACH Credit,Cascade Holdings,USD,TX1003031
2024-04-07,-2502.57,Wire Out,Vanguard Logistics,USD,TX1003032
2024-01-18,24479.52,Wire In,Quartz Petroleum,USD,TX1003033
2024-10-27,-243.61,Card Payment,Blue Harbor Trading,USD,TX1003034
2024-07-01,31.23,ACH Credit,Crestline Bank,USD,TX1003035
2024-11-28,-20162.35,Fee,Windward Shipping,USD,TX1003036
2024-11-03,-41.6,FX Settlement,Blue Harbor Trading,USD,TX1003037
2024-07-17,-1263.53,Card Payment,Northgate Partners,USD,TX1003038
2024-01-06,-51.6,ACH Debit,Tidewater Imports,USD,TX1003039
2024-08-17,-524.53,FX Settlement,Apex Global Markets,USD,TX1003040
2024-11-09,-532.77,FX Settlement,Coastal Union Bank,USD,TX1003041
2024-01-15,-16347.33,ACH Debit,Ashford Legal LLP,USD,TX1003042
2024-06-30,-116.29,ACH Debit,Redwood Securities,USD,TX1003043
2024-09-28,288.52,Wire In,Apex Global Markets,USD,TX1003044
2024-08-12,-203.03,Card Payment,Apex Global Markets,USD,TX1003045
2024-10-19,-85.99,Card Payment,Blue Harbor Trading,USD,TX1003046
2024-09-29,48.72,Wire In,Silverline Media,USD,TX1003047
2024-08-06,-17.71,ACH Debit,Ashford Legal LLP,USD,TX1003048
2024-11-08,-10.48,Fee,Summit Freight Co,USD,TX1003049
2024-12-20,9440.67,Wire In,Vanguard Logistics,USD,TX1003050
2024-08-08,-2015.41,ACH Debit,Apex Global Markets,USD,TX1003051
2024-07-15,-11.08,Wire Out,Meridian Capital LLC,USD,TX1003052
2024-07-28,30397.84,ACH Credit,Veranda Hospitality,USD,TX1003053
2024-02-03,-6675.66,Card Payment,Redwood Securities,USD,TX1003054
2024-12-27,-4671.39,Wire Out,Sterling & Rowe,USD,TX1003055
2024-11-18,-1224.17,ACH Debit,Ironwood Advisory,USD,TX1003056
2024-05-03,-3701.95,Wire Out,Apex Global Markets,USD,TX1003057
2024-04-29,11721.57,ACH Credit,Ashford Legal LLP,USD,TX1003058
2024-05-20,-12787.46,Card Payment,Redwood Securities,USD,TX1003059
2024-10-12,31.05,Wire In,Ashford Legal LLP,USD,TX1003060
2024-08-19,4196.85,Wire In,Northgate Partners,USD,TX1003061
2024-09-02,-14273.29,Card Payment,Sterling & Rowe,USD,TX1003062
2024-11-17,-317.66,Wire Out,Halcyon Asset Mgmt,USD,TX1003063
2024-05-08,-3095.89,Fee,Onyx Consulting,USD,TX1003064
2024-02-03,3958.81,Wire In,Monarch Realty,USD,TX1003065
2024-08-28,-9160.09,FX Settlement,Apex Global Markets,USD,TX1003066
2024-03-08,-361.39,ACH Debit,Nimbus Cloud Svcs,USD,TX1003067
2024-11-12,-226.5,FX Settlement,Sterling & Rowe,USD,TX1003068
2024-06-11,1221.81,ACH Credit,Pinnacle Ventures,USD,TX1003069
2024-09-12,-32.74,Card Payment,Ironwood Advisory,USD,TX1003070
2024-01-06,-3255.43,Card Payment,Crestline Bank,USD,TX1003071
2024-10-01,-954.1,FX Settlement,Sterling & Rowe,USD,TX1003072
2024-01-23,-37942.98,Card Payment,Apex Global Markets,USD,TX1003073
2024-12-24,3951.1,Wire In,Sterling & Rowe,USD,TX1003074
2024-05-30,-58.51,Card Payment,Northgate Partners,USD,TX1003075
2024-12-28,-454.39,ACH Debit,Onyx Consulting,USD,TX1003076
2024-10-05,9064.29,Wire In,Sable River Mining,USD,TX1003077
2024-11-16,-4316.45,Card Payment,Coastal Union Bank,USD,TX1003078
2024-06-04,-14885.25,ACH Debit,Northgate Partners,USD,TX1003079
2024-07-07,-12834.2,Fee,Sterling & Rowe,USD,TX1003080
2024-10-05,-164.09,Card Payment,Ashford Legal LLP,USD,TX1003081
2024-04-24,1012.92,Interest,Windward Shipping,USD,TX1003082
2024-06-27,329.05,ACH Credit,Monarch Realty,USD,TX1003083
2024-06-27,-3937.95,FX Settlement,Cobalt Networks,USD,TX1003084
2024-01-25,-1362.8,Wire Out,Crestline Bank,USD,TX1003085
2024-11-12,319.03,Wire In,Titan Freight Lines,USD,TX1003086
2024-09-07,-17990.69,Wire Out,Onyx Consulting,USD,TX1003087
2024-06-08,114.47,ACH Credit,Aurora Payments,USD,TX1003088
2024-07-21,-28.03,ACH Debit,Meridian Capital LLC,USD,TX1003089
2024-09-17,-1658.22,ACH Debit,Beacon Insurance,USD,TX1003090
2024-05-16,-9000.82,Wire Out,Meridian Capital LLC,USD,TX1003091
2024-10-22,-352.68,Card Payment,Blue Harbor Trading,USD,TX1003092
2024-09-21,-31852.12,Wire Out,Vanguard Logistics,USD,TX1003093
2024-08-16,9236.35,Wire In,Onyx Consulting,USD,TX1003094
2024-11-15,-1109.47,FX Settlement,Ironwood Advisory,USD,TX1003095
2024-07-04,-17650.77,Wire Out,Apex Global Markets,USD,TX1003096
2024-06-15,-2546.93,Wire Out,Onyx Consulting,USD,TX1003097
2024-01-26,-3096.22,ACH Debit,Halcyon Asset Mgmt,USD,TX1003098
2024-11-20,-149.3,Wire Out,Onyx Consulting,USD,TX1003099
2024-03-04,-66.04,Card Payment,Summit Freight Co,USD,TX1003100
2024-12-27,4534.81,Interest,Kestrel Analytics,USD,TX1003101
2024-01-03,-7507.72,Wire Out,Pinnacle Ventures,USD,TX1003102
